date,sleep_duration,steps,active_energy,exercise_time,stand_hours,sleep_onset,wake_time,awake_count,awake_duration,longest_awake_duration,first_morning_awake_time
2026-05-01,7.41638888888889,33288.0,581.7860000000006,37.0,13.0,26.133333333333333,32.80916666666667,5.0,27.099999999999998,20.066666666666666,29.681944444444444
2026-05-02,6.220833333333332,18626.0,410.8819999999971,47.0,17.0,25.983333333333334,32.817499999999995,4.0,13.05,9.016666666666667,29.8325
2026-05-03,6.605555555555556,20082.0,445.8459999999992,47.0,14.0,27.483333333333334,33.057500000000005,3.0,19.066666666666666,13.05,30.21472222222222
2026-05-04,5.2425,18483.0,454.84399999999886,39.0,12.0,25.866666666666667,33.56611111111111,4.0,5.0,2.0,31.2
2026-05-05,7.600555555555554,23855.0,423.2749999999995,28.0,12.0,27.183333333333334,33.803333333333335,2.0,2.0166666666666666,1.5166666666666666,30.24972222222222
2026-05-06,6.571944444444446,20733.0,427.33999999999656,43.0,11.0,26.03333333333333,33.12972222222222,4.0,3.0166666666666666,1.5,29.024166666666666
2026-05-07,7.040277777777779,16220.0,376.63999999999726,44.0,11.0,26.183333333333334,32.52111111111111,3.0,5.016666666666667,2.5166666666666666,29.36888888888889
2026-05-08,6.245833333333333,21057.0,463.1809999999979,63.0,12.0,26.766666666666666,34.43527777777778,2.0,2.0,1.0,33.08916666666667
2026-05-09,7.625555555555556,13958.0,352.4889999999939,28.0,13.0,28.71666666666667,33.55916666666667,0.0,0.0,0.0,NA
2026-05-10,4.841111111111111,22639.0,433.81000000000006,47.0,12.0,26.383333333333333,32.73888888888889,2.0,2.5166666666666666,1.5166666666666666,29.3275
2026-05-11,6.312777777777779,16164.0,398.94899999999984,39.0,11.0,25.916666666666668,32.96,1.0,5.016666666666667,5.016666666666667,31.329444444444444
2026-05-12,6.956944444444445,14223.0,373.17199999999735,33.0,12.0,26.266666666666666,32.79416666666667,2.0,10.016666666666666,7.516666666666667,30.82111111111111
2026-05-13,6.34638888888889,15197.0,391.68999999999386,31.0,12.0,26.3,33.028055555555554,2.0,10.533333333333333,10.033333333333333,29.131666666666668
2026-05-14,6.546944444444444,17853.0,417.8769999999952,40.0,14.0,26.6,32.61361111111111,1.0,1.0,1.0,31.836111111111112
2026-05-15,5.986944444444443,20432.0,456.7820000000004,36.0,10.0,26.5,33.185,1.0,7.033333333333333,7.033333333333333,30.71
2026-05-16,6.555,20821.0,449.8539999999969,43.0,11.0,26.416666666666668,32.58138888888889,2.0,4.0,3.0,32.464444444444446
2026-05-17,6.0875,17582.0,390.67299999999796,24.0,13.0,25.6,32.21666666666667,0.0,0.0,0.0,NA
2026-05-18,6.605555555555556,12565.0,343.8300000000009,19.0,11.0,26.166666666666668,33.08083333333333,2.0,1.5,1.0,NA
2026-05-19,6.873055555555556,9330.0,286.76099999999974,27.0,11.0,26.4,32.25833333333333,1.0,1.0,1.0,NA
2026-05-20,5.83638888888889,21678.0,470.3799999999989,42.0,14.0,26.066666666666666,32.445277777777775,1.0,1.0,1.0,NA
2026-05-21,6.34638888888889,17357.0,429.29999999999905,35.0,14.0,25.883333333333333,32.18777777777778,4.0,9.516666666666666,7.016666666666667,29.980555555555554
2026-05-22,6.145833333333333,18720.0,504.5700000000008,49.0,12.0,26.35,31.964444444444446,1.0,0.5,0.5,29.355833333333333
2026-05-23,5.602222222222222,29115.0,555.1099999999985,47.0,16.0,26.2,33.0075,1.0,6.016666666666667,6.016666666666667,30.29
2026-05-24,6.6975,25189.0,504.6029999999999,51.0,15.0,25.96666666666667,32.625,2.0,11.55,11.033333333333333,30.944444444444443
2026-05-25,6.463055555555556,21557.0,447.9889999999967,40.0,13.0,25.733333333333334,32.84527777777778,1.0,4.516666666666667,4.516666666666667,NA
2026-05-26,7.031944444444444,21975.0,469.3929999999953,62.0,15.0,25.6,32.90416666666667,3.0,11.066666666666666,8.033333333333333,31.59138888888889
2026-05-27,7.115000000000002,16203.0,396.9650000000002,42.0,12.0,26.35,32.93277777777778,4.0,15.566666666666666,8.033333333333333,31.97138888888889
2026-05-28,6.3125,22257.0,466.5869999999959,45.0,13.0,26.28333333333333,31.08388888888889,3.0,3.0166666666666666,1.5,29.28611111111111
2026-05-29,4.7491666666666665,16780.0,483.8999999999886,33.0,16.0,25.8,32.181666666666665,0.0,0.0,0.0,NA
2026-05-30,6.380000000000001,23253.0,473.14299999999895,34.0,11.0,25.983333333333334,32.989999999999995,1.0,1.5166666666666666,1.5166666666666666,29.335833333333333
2026-05-31,6.965,24806.0,497.36099999999493,40.0,11.0,26.933333333333334,32.798611111111114,1.0,9.533333333333333,9.533333333333333,32.205
