date,sleep_duration,steps,active_energy,exercise_time,stand_hours,sleep_onset,wake_time,awake_count,awake_duration,longest_awake_duration,first_morning_awake_time
2026-02-01,NA,12097.0,532.754,NA,NA,NA,NA,NA,NA,NA,NA
2026-02-02,NA,12936.0,418.383,NA,NA,NA,NA,NA,NA,NA,NA
2026-02-03,NA,9396.0,305.60299999999995,NA,NA,NA,NA,NA,NA,NA,NA
2026-02-04,NA,13504.0,469.01999999999975,22.0,7.0,25.816666666666666,31.793888888888887,3.0,6.033333333333333,3.0166666666666666,29.369166666666665
2026-02-05,5.861111111111111,10825.0,352.2829999999999,42.0,15.0,25.733333333333334,32.73861111111111,1.0,3.0,3.0,31.45111111111111
2026-02-06,6.948333333333332,14925.0,428.01400000000007,26.0,16.0,25.75,32.92916666666667,7.0,14.016666666666666,4.016666666666667,29.158333333333335
2026-02-07,6.940277777777777,12560.0,350.497,13.0,9.0,25.28333333333333,31.509999999999998,4.0,15.05,9.033333333333333,30.373055555555556
2026-02-08,7.028333333333333,21215.0,481.5390000000003,310.0,16.0,22.9,32.540277777777774,5.0,11.533333333333333,6.016666666666667,29.88138888888889
2026-02-09,8.373055555555556,20979.0,446.82099999999946,35.0,14.0,25.75,31.908055555555556,3.0,27.583333333333332,25.083333333333332,29.717222222222222
2026-02-10,5.694444444444444,30256.0,621.639,54.0,16.0,24.366666666666667,31.74277777777778,5.0,3.533333333333333,1.0166666666666666,29.309444444444445
2026-02-11,7.316111111111111,10919.0,320.34600000000006,12.0,11.0,25.416666666666668,31.926388888888887,5.0,13.05,6.016666666666667,29.8275
2026-02-12,6.2877777777777775,16444.0,386.9920000000001,16.0,13.0,25.6,31.59611111111111,2.0,25.083333333333332,23.083333333333332,31.15277777777778
2026-02-13,5.577222222222222,31408.0,658.9679999999997,62.0,14.0,25.383333333333333,32.33388888888889,2.0,2.0166666666666666,1.5166666666666666,31.61472222222222
2026-02-14,6.914722222222221,22470.0,466.449,32.0,13.0,25.233333333333334,32.183055555555555,3.0,13.533333333333333,11.533333333333333,30.259999999999998
2026-02-15,6.714166666666666,17752.0,424.36899999999986,19.0,14.0,25.566666666666666,32.2275,3.0,13.05,10.533333333333333,29.928055555555556
2026-02-16,6.4383333333333335,7991.0,271.6160000000001,3.0,13.0,25.65,32.83111111111111,6.0,15.066666666666666,5.516666666666667,29.820833333333333
2026-02-17,6.923055555555555,12726.0,349.58200000000005,10.0,13.0,26.066666666666666,32.985277777777775,6.0,10.533333333333333,3.5,29.1475
2026-02-18,6.739166666666667,14292.0,379.66900000000004,16.0,15.0,25.65,31.699444444444445,4.0,5.066666666666666,1.5166666666666666,30.60388888888889
2026-02-19,5.952500000000001,25310.0,521.8210000000001,31.0,16.0,29.55,32.274166666666666,2.0,2.5166666666666666,2.0166666666666666,31.63888888888889
2026-02-20,2.6752777777777776,9956.0,322.69899999999984,3.0,15.0,25.333333333333332,31.953333333333333,2.0,2.5,2.0,31.100555555555555
2026-02-21,6.572222222222222,34317.0,848.8739999999984,138.0,15.0,24.316666666666666,30.51388888888889,2.0,2.0166666666666666,1.0166666666666666,29.585555555555555
2026-02-22,6.15388888888889,28628.0,648.9779999999998,90.0,17.0,25.6,32.74583333333333,2.0,12.55,11.533333333333333,31.2075
2026-02-23,6.93138888888889,21871.0,466.56799999999964,46.0,15.0,25.5,32.376666666666665,0.0,0.0,0.0,NA
2026-02-24,6.8647222222222215,16991.0,457.85299999999967,56.0,14.0,25.233333333333334,31.781388888888888,2.0,9.016666666666666,6.016666666666667,30.234722222222224
2026-02-25,6.388333333333333,7983.0,310.62999999999994,21.0,10.0,25.15,31.955277777777777,4.0,13.55,8.016666666666667,30.884999999999998
2026-02-26,6.571944444444444,12423.0,396.96700000000004,28.0,15.0,25.883333333333333,31.62,2.0,2.5,2.0,30.95111111111111
2026-02-27,5.694166666666666,14081.0,677.1599999999945,96.0,14.0,25.3,31.04138888888889,3.0,17.05,15.05,29.176944444444445
2026-02-28,5.451944444444445,24666.0,506.4409999999964,61.0,16.0,25.4,31.4,2.0,2.5166666666666666,2.0166666666666666,31.21611111111111
