week,week_start,week_end,metric,metric_name,unit,target_value,lower_is_better,average,maximum,minimum,achieved_days,valid_days,missing_days,achievement_rate
2026-W22,2026-05-25,2026-05-31,sleep_duration,Sleep Duration,hours,6.5,False,6.430952380952381,7.115000000000002,4.7491666666666665,3,7,0,42.857142857142854
2026-W22,2026-05-25,2026-05-31,steps,Steps,steps,15000.0,False,20975.85714285714,24806.0,16203.0,7,7,0,100.0
2026-W22,2026-05-25,2026-05-31,active_energy,Active Energy Burned,kcal,500.0,False,462.1911428571387,497.360999999995,396.9650000000002,0,7,0,0.0
2026-W22,2026-05-25,2026-05-31,exercise_time,Exercise Time,minutes,30.0,False,42.285714285714285,62.0,33.0,7,7,0,100.0
2026-W22,2026-05-25,2026-05-31,stand_hours,Stand Hours,hours,12.0,False,13.0,16.0,11.0,5,7,0,71.42857142857143
2026-W22,2026-05-25,2026-05-31,sleep_onset,Sleep Onset Time,hours,25.5,True,26.097619047619048,26.933333333333337,25.6,0,7,0,0.0
2026-W22,2026-05-25,2026-05-31,wake_time,Wake Time,hours,32.5,True,32.533769841269844,32.989999999999995,31.08388888888889,2,7,0,28.57142857142857
2026-W22,2026-05-25,2026-05-31,awake_count,Awake Count,times,1.0,True,1.8571428571428572,4.0,0.0,4,7,0,57.14285714285714
2026-W22,2026-05-25,2026-05-31,awake_duration,Awake Duration,minutes,5.0,True,6.459523809523809,15.566666666666666,0.0,4,7,0,57.14285714285714
2026-W22,2026-05-25,2026-05-31,longest_awake_duration,Longest Awake Duration,minutes,5.0,True,4.733333333333333,9.533333333333331,0.0,4,7,0,57.14285714285714
2026-W22,2026-05-25,2026-05-31,first_morning_awake_time,First Morning Awake Time,hours,31.0,False,30.87794444444445,32.205,29.28611111111111,3,5,2,60.0
2026-W23,2026-06-01,2026-06-07,sleep_duration,Sleep Duration,hours,6.5,False,6.235039682539683,7.132222222222222,5.693888888888889,2,7,0,28.57142857142857
2026-W23,2026-06-01,2026-06-07,steps,Steps,steps,15000.0,False,17442.285714285714,31043.0,10966.0,4,7,0,57.14285714285714
2026-W23,2026-06-01,2026-06-07,active_energy,Active Energy Burned,kcal,500.0,False,415.75528571428237,612.5029999999833,297.75700000000035,2,7,0,28.57142857142857
2026-W23,2026-06-01,2026-06-07,exercise_time,Exercise Time,minutes,30.0,False,36.285714285714285,66.0,20.0,4,7,0,57.14285714285714
2026-W23,2026-06-01,2026-06-07,stand_hours,Stand Hours,hours,12.0,False,12.285714285714286,14.0,9.0,5,7,0,71.42857142857143
2026-W23,2026-06-01,2026-06-07,sleep_onset,Sleep Onset Time,hours,25.5,True,26.188095238095237,26.683333333333337,25.78333333333333,0,7,0,0.0
2026-W23,2026-06-01,2026-06-07,wake_time,Wake Time,hours,32.5,True,32.784087301587306,33.48638888888889,32.066944444444445,2,7,0,28.57142857142857
2026-W23,2026-06-01,2026-06-07,awake_count,Awake Count,times,1.0,True,2.142857142857143,4.0,1.0,2,7,0,28.57142857142857
2026-W23,2026-06-01,2026-06-07,awake_duration,Awake Duration,minutes,5.0,True,5.807142857142856,12.533333333333331,2.033333333333333,3,7,0,42.857142857142854
2026-W23,2026-06-01,2026-06-07,longest_awake_duration,Longest Awake Duration,minutes,5.0,True,4.228571428571429,6.016666666666667,1.5,3,7,0,42.857142857142854
2026-W23,2026-06-01,2026-06-07,first_morning_awake_time,First Morning Awake Time,hours,31.0,False,30.945694444444445,32.12416666666667,29.31972222222222,4,6,1,66.66666666666666
2026-W24,2026-06-08,2026-06-14,sleep_duration,Sleep Duration,hours,6.5,False,6.248333333333334,8.328055555555556,3.035,4,7,0,57.14285714285714
2026-W24,2026-06-08,2026-06-14,steps,Steps,steps,15000.0,False,22021.85714285714,33216.0,11256.0,5,7,0,71.42857142857143
2026-W24,2026-06-08,2026-06-14,active_energy,Active Energy Burned,kcal,500.0,False,451.0611428571412,585.0189999999965,333.3199999999984,2,7,0,28.57142857142857
2026-W24,2026-06-08,2026-06-14,exercise_time,Exercise Time,minutes,30.0,False,36.857142857142854,62.0,15.0,4,7,0,57.14285714285714
2026-W24,2026-06-08,2026-06-14,stand_hours,Stand Hours,hours,12.0,False,13.714285714285714,16.0,11.0,6,7,0,85.71428571428571
2026-W24,2026-06-08,2026-06-14,sleep_onset,Sleep Onset Time,hours,25.5,True,25.716666666666665,26.9,23.7,2,7,0,28.57142857142857
2026-W24,2026-06-08,2026-06-14,wake_time,Wake Time,hours,32.5,True,32.099960317460315,33.361666666666665,30.017222222222223,3,7,0,42.857142857142854
2026-W24,2026-06-08,2026-06-14,awake_count,Awake Count,times,1.0,True,3.0,6.0,1.0,1,7,0,14.285714285714285
2026-W24,2026-06-08,2026-06-14,awake_duration,Awake Duration,minutes,5.0,True,23.21904761904762,122.4,1.0166666666666666,3,7,0,42.857142857142854
2026-W24,2026-06-08,2026-06-14,longest_awake_duration,Longest Awake Duration,minutes,5.0,True,19.638095238095236,113.36666666666666,1.0,4,7,0,57.14285714285714
2026-W24,2026-06-08,2026-06-14,first_morning_awake_time,First Morning Awake Time,hours,31.0,False,30.458769841269845,31.943333333333335,29.336388888888887,3,7,0,42.857142857142854
2026-W25,2026-06-15,2026-06-21,sleep_duration,Sleep Duration,hours,6.5,False,6.394047619047619,7.316388888888889,5.317777777777779,3,7,0,42.857142857142854
2026-W25,2026-06-15,2026-06-21,steps,Steps,steps,15000.0,False,18556.85714285714,28165.0,10128.0,4,7,0,57.14285714285714
2026-W25,2026-06-15,2026-06-21,active_energy,Active Energy Burned,kcal,500.0,False,431.5671428571364,530.9759999999904,341.8829999999992,3,7,0,42.857142857142854
2026-W25,2026-06-15,2026-06-21,exercise_time,Exercise Time,minutes,30.0,False,39.0,68.0,23.0,3,7,0,42.857142857142854
2026-W25,2026-06-15,2026-06-21,stand_hours,Stand Hours,hours,12.0,False,13.285714285714286,16.0,12.0,7,7,0,100.0
2026-W25,2026-06-15,2026-06-21,sleep_onset,Sleep Onset Time,hours,25.5,True,25.811904761904763,26.21666666666667,25.266666666666666,2,7,0,28.57142857142857
2026-W25,2026-06-15,2026-06-21,wake_time,Wake Time,hours,32.5,True,32.544920634920636,33.2475,31.64361111111111,3,7,0,42.857142857142854
2026-W25,2026-06-15,2026-06-21,awake_count,Awake Count,times,1.0,True,1.4285714285714286,3.0,0.0,4,7,0,57.14285714285714
2026-W25,2026-06-15,2026-06-21,awake_duration,Awake Duration,minutes,5.0,True,3.297619047619048,7.033333333333333,0.0,4,7,0,57.14285714285714
2026-W25,2026-06-15,2026-06-21,longest_awake_duration,Longest Awake Duration,minutes,5.0,True,2.080952380952381,6.533333333333333,0.0,6,7,0,85.71428571428571
2026-W25,2026-06-15,2026-06-21,first_morning_awake_time,First Morning Awake Time,hours,31.0,False,31.354166666666664,32.341388888888886,30.372777777777777,3,4,3,75.0
2026-W26,2026-06-22,2026-06-28,sleep_duration,Sleep Duration,hours,6.5,False,6.631666666666667,7.583611111111111,6.229166666666668,3,7,0,42.857142857142854
2026-W26,2026-06-22,2026-06-28,steps,Steps,steps,15000.0,False,15062.142857142857,26049.0,7627.0,4,7,0,57.14285714285714
2026-W26,2026-06-22,2026-06-28,active_energy,Active Energy Burned,kcal,500.0,False,382.6198571428545,510.94299999999816,281.5759999999958,1,7,0,14.285714285714285
2026-W26,2026-06-22,2026-06-28,exercise_time,Exercise Time,minutes,30.0,False,29.142857142857142,50.0,13.0,3,7,0,42.857142857142854
2026-W26,2026-06-22,2026-06-28,stand_hours,Stand Hours,hours,12.0,False,13.428571428571429,15.0,12.0,7,7,0,100.0
2026-W26,2026-06-22,2026-06-28,sleep_onset,Sleep Onset Time,hours,25.5,True,25.676190476190477,25.9,25.333333333333332,2,7,0,28.57142857142857
2026-W26,2026-06-22,2026-06-28,wake_time,Wake Time,hours,32.5,True,32.319365079365085,32.598333333333336,32.090555555555554,6,7,0,85.71428571428571
2026-W26,2026-06-22,2026-06-28,awake_count,Awake Count,times,1.0,True,2.2857142857142856,6.0,1.0,2,7,0,28.57142857142857
2026-W26,2026-06-22,2026-06-28,awake_duration,Awake Duration,minutes,5.0,True,8.883333333333331,17.55,1.0,3,7,0,42.857142857142854
2026-W26,2026-06-22,2026-06-28,longest_awake_duration,Longest Awake Duration,minutes,5.0,True,5.733333333333333,15.55,1.0,4,7,0,57.14285714285714
2026-W26,2026-06-22,2026-06-28,first_morning_awake_time,First Morning Awake Time,hours,31.0,False,30.613935185185188,31.611666666666665,29.886666666666667,2,6,1,33.33333333333333
